sanctionCountry,sanctionedName,sanctionReason,sanctionList,sdnType
Unknown,FU YUAN YU 7873,Sanctioned by OFAC,OFAC,Vessel
Unknown,FU YUAN YU 7890,Sanctioned by OFAC,OFAC,Vessel
Unknown,FU YUAN YU 8647,Sanctioned by OFAC,OFAC,Vessel
Unknown,FU YUAN YU 7891,Sanctioned by OFAC,OFAC,Vessel
Unknown,FU YUAN YU 7893,Sanctioned by OFAC,OFAC,Vessel
Unknown,FU YUAN YU 7892,Sanctioned by OFAC,OFAC,Vessel
Unknown,FU YUAN YU 7874,Sanctioned by OFAC,OFAC,Vessel
Unknown,FU YUAN YU 8648,Sanctioned by OFAC,OFAC,Vessel
Unknown,FU YUAN YU 7875,Sanctioned by OFAC,OFAC,Vessel
Unknown,FU YUAN YU 8649,Sanctioned by OFAC,OFAC,Vessel
Unknown,FU YUAN YU YUN 995,Sanctioned by OFAC,OFAC,Vessel
Unknown,FU YUAN YU 8650,Sanctioned by OFAC,OFAC,Vessel
Unknown,FU YUAN YU 8651,Sanctioned by OFAC,OFAC,Vessel
Unknown,FU YUAN YU 8652,Sanctioned by OFAC,OFAC,Vessel
Unknown,FU YUAN YU 8653,Sanctioned by OFAC,OFAC,Vessel
Unknown,FU YUAN YU 8654,Sanctioned by OFAC,OFAC,Vessel
Unknown,FU YUAN YU YUN 997,Sanctioned by OFAC,OFAC,Vessel
Unknown,FU YUAN YU 7601,Sanctioned by OFAC,OFAC,Vessel
Unknown,FU YUAN YU 7602,Sanctioned by OFAC,OFAC,Vessel
Unknown,FU YUAN YU 7603,Sanctioned by OFAC,OFAC,Vessel
China,DALIAN OCEAN FISHING COMPANY LIMITED,Sanctioned by OFAC,OFAC,Entity
Unknown,FU YUAN YU 7604,Sanctioned by OFAC,OFAC,Vessel
Unknown,LONG XING 601,Sanctioned by OFAC,OFAC,Vessel
Unknown,LONG XING 602,Sanctioned by OFAC,OFAC,Vessel
Unknown,LONG XING 603,Sanctioned by OFAC,OFAC,Vessel
Unknown,LONG XING 605,Sanctioned by OFAC,OFAC,Vessel
Unknown,LONG XING 606,Sanctioned by OFAC,OFAC,Vessel
Unknown,LONG XING 607,Sanctioned by OFAC,OFAC,Vessel
Unknown,LONG XING 608,Sanctioned by OFAC,OFAC,Vessel
Unknown,LONG XING 609,Sanctioned by OFAC,OFAC,Vessel
Unknown,LONG XING 610,Sanctioned by OFAC,OFAC,Vessel
Unknown,LONG XING 611,Sanctioned by OFAC,OFAC,Vessel
Unknown,LONG XING 612,Sanctioned by OFAC,OFAC,Vessel
Unknown,LONG XING 621,Sanctioned by OFAC,OFAC,Vessel
Unknown,LONG XING 622,Sanctioned by OFAC,OFAC,Vessel
Unknown,LONG XING 623,Sanctioned by OFAC,OFAC,Vessel
Unknown,LONG XING 625,Sanctioned by OFAC,OFAC,Vessel
Unknown,LONG XING 626,Sanctioned by OFAC,OFAC,Vessel
Unknown,LONG XING 627,Sanctioned by OFAC,OFAC,Vessel
Unknown,LONG XING 628,Sanctioned by OFAC,OFAC,Vessel
Unknown,LONG XING 629,Sanctioned by OFAC,OFAC,Vessel
Unknown,LONG XING 630,Sanctioned by OFAC,OFAC,Vessel
Unknown,LONG XING 635,Sanctioned by OFAC,OFAC,Vessel
Unknown,FU YUAN YU 7605,Sanctioned by OFAC,OFAC,Vessel
Unknown,LONG XING 636,Sanctioned by OFAC,OFAC,Vessel
Unknown,FU YUAN YU 7606,Sanctioned by OFAC,OFAC,Vessel
Unknown,LONG XING 637,Sanctioned by OFAC,OFAC,Vessel
Unknown,LONG XING 638,Sanctioned by OFAC,OFAC,Vessel
Unknown,LONG XING 801,Sanctioned by OFAC,OFAC,Vessel
Unknown,FU YUAN YU 8679,Sanctioned by OFAC,OFAC,Vessel
Unknown,LONG XING 802,Sanctioned by OFAC,OFAC,Vessel
Unknown,TIAN XIANG 7,Sanctioned by OFAC,OFAC,Vessel
Unknown,TIAN XIANG 8,Sanctioned by OFAC,OFAC,Vessel
Unknown,TIAN XIANG 16,Sanctioned by OFAC,OFAC,Vessel
Unknown,FU YUAN YU 8680,Sanctioned by OFAC,OFAC,Vessel
Unknown,TIAN XIANG 18,Sanctioned by OFAC,OFAC,Vessel
Unknown,FU YUAN YU 8681,Sanctioned by OFAC,OFAC,Vessel
Unknown,TIAN YU 7,Sanctioned by OFAC,OFAC,Vessel
Unknown,TIAN YU 8,Sanctioned by OFAC,OFAC,Vessel
Unknown,FU YUAN YU 8682,Sanctioned by OFAC,OFAC,Vessel
Unknown,FU YUAN YU 8683,Sanctioned by OFAC,OFAC,Vessel
Unknown,FU YUAN YU 8686,Sanctioned by OFAC,OFAC,Vessel
Unknown,FU YUAN YU 8684,Sanctioned by OFAC,OFAC,Vessel
Unknown,FU YUAN YU 8685,Sanctioned by OFAC,OFAC,Vessel
Unknown,FU YUAN YU 8687,Sanctioned by OFAC,OFAC,Vessel
Unknown,FU YUAN YU 7611,Sanctioned by OFAC,OFAC,Vessel
Unknown,FU YUAN YU 7612,Sanctioned by OFAC,OFAC,Vessel
Unknown,FU YUAN YU 7613,Sanctioned by OFAC,OFAC,Vessel
Unknown,FU YUAN YU 7614,Sanctioned by OFAC,OFAC,Vessel
Unknown,FU YUAN YU 7615,Sanctioned by OFAC,OFAC,Vessel
Unknown,FU YUAN YU 7616,Sanctioned by OFAC,OFAC,Vessel
Unknown,FU YUAN YU 7617,Sanctioned by OFAC,OFAC,Vessel
Unknown,FU YUAN YU 7618,Sanctioned by OFAC,OFAC,Vessel
Unknown,FU YUAN YU 7630,Sanctioned by OFAC,OFAC,Vessel
Unknown,FU YUAN YU 7629,Sanctioned by OFAC,OFAC,Vessel
Unknown,FU YUAN YU 7619,Sanctioned by OFAC,OFAC,Vessel
Unknown,FU YUAN YU 7628,Sanctioned by OFAC,OFAC,Vessel
Unknown,FU YUAN YU 8688,Sanctioned by OFAC,OFAC,Vessel
Unknown,FU YUAN YU 7627,Sanctioned by OFAC,OFAC,Vessel
Unknown,FU YUAN YU 8689,Sanctioned by OFAC,OFAC,Vessel
Unknown,FU YUAN YU 7626,Sanctioned by OFAC,OFAC,Vessel
Unknown,FU YUAN YU 8690,Sanctioned by OFAC,OFAC,Vessel
Unknown,FU YUAN YU 7625,Sanctioned by OFAC,OFAC,Vessel
Unknown,FU YUAN YU 7624,Sanctioned by OFAC,OFAC,Vessel
Unknown,FU YUAN YU 8691,Sanctioned by OFAC,OFAC,Vessel
Unknown,FU YUAN YU 7622,Sanctioned by OFAC,OFAC,Vessel
Unknown,FU YUAN YU 7621,Sanctioned by OFAC,OFAC,Vessel
Unknown,FU YUAN YU 7620,Sanctioned by OFAC,OFAC,Vessel
Unknown,FU YUAN YU 8692,Sanctioned by OFAC,OFAC,Vessel
Unknown,FU YUAN YU 8693,Sanctioned by OFAC,OFAC,Vessel
Unknown,FU YUAN YU YUN 992,Sanctioned by OFAC,OFAC,Vessel
Nicaragua,MANSELL CASTRILLO,Sanctioned by OFAC,OFAC,Individual
Estonia,CHATEX,Sanctioned by OFAC,OFAC,Entity
Estonia,IZIBITS OU,Sanctioned by OFAC,OFAC,Entity
Latvia,CHATEXTECH SIA,Sanctioned by OFAC,OFAC,Entity
Saint Vincent and the Grenadines,HIGHTRADE FINANCE LTD,Sanctioned by OFAC,OFAC,Entity
Russia,POLYANIN,Sanctioned by OFAC,OFAC,Individual
Ukraine,VASINSKYI,Sanctioned by OFAC,OFAC,Individual
Russia,POLYANIN EVGENII IGOREVICH IP,Sanctioned by OFAC,OFAC,Entity
Kosovo,VESELINOVIC,Sanctioned by OFAC,OFAC,Individual
Kosovo,RADISAVLJEVIC,Sanctioned by OFAC,OFAC,Individual
Kosovo,STEVIC,Sanctioned by OFAC,OFAC,Individual
Kosovo,NEDELJKOVIC,Sanctioned by OFAC,OFAC,Individual
Serbia,BETONJERKA DOO ALEKSINAC,Sanctioned by OFAC,OFAC,Entity
Serbia,CIVIJA KOMERC,Sanctioned by OFAC,OFAC,Entity
Serbia,DOLLY BELL DOO BEOGRAD-NOVI BEOGRAD,Sanctioned by OFAC,OFAC,Entity
Serbia,DOO BABUDOVAC BRNJAK,Sanctioned by OFAC,OFAC,Entity
Serbia,NOVI PAZAR-PUT D.O.O. NOVI PAZAR,Sanctioned by OFAC,OFAC,Entity
Kosovo,"RADOVAN RADIC B.I., P.P. EU RR GRADNJA",Sanctioned by OFAC,OFAC,Entity
Serbia,DOO MM KOM INTER BLUE DONJI JASENOVIK,Sanctioned by OFAC,OFAC,Entity
Kosovo,"ZARKO VESELINOVIC B.I., S.T.R. KRISTAL",Sanctioned by OFAC,OFAC,Entity
Russia,PUBLIC JOINT-STOCK COMPANY COMMERCIAL BANK 'SPUTNIK',Sanctioned by OFAC,OFAC,Entity
Cambodia,CHAU,Sanctioned by OFAC,OFAC,Individual
Cambodia,TEA,Sanctioned by OFAC,OFAC,Individual
Cyprus,TRANSADRIA LTD,Sanctioned by OFAC,OFAC,Entity
Unknown,LAMANTIN,Sanctioned by OFAC,OFAC,Vessel
Eritrea,RED SEA TRADING CORPORATION,Sanctioned by OFAC,OFAC,Entity
Eritrea,HIDRI TRUST,Sanctioned by OFAC,OFAC,Entity
Serbia,RADOJCIC,Sanctioned by OFAC,OFAC,Individual
Kosovo,BOJIC,Sanctioned by OFAC,OFAC,Individual
Angola,COCHAN S.A.,Sanctioned by OFAC,OFAC,Entity
Marshall Islands,COCHAN HOLDINGS LLC,Sanctioned by OFAC,OFAC,Entity
Angola,GENI SARL,Sanctioned by OFAC,OFAC,Entity
Afghanistan,GHAFARI,Sanctioned by OFAC,OFAC,Individual
Angola,GENI NOVAS TECNOLOGIAS S.A.,Sanctioned by OFAC,OFAC,Entity
Afghanistan,RAJAB,Sanctioned by OFAC,OFAC,Individual
Guatemala,MARTINEZ OLIVET,Sanctioned by OFAC,OFAC,Individual
Uganda,KANDIHO,Sanctioned by OFAC,OFAC,Individual
South Sudan,ARC RESOURCES CORPORATION LTD,Sanctioned by OFAC,OFAC,Entity
South Sudan,WINNERS CONSTRUCTION COMPANY LIMITED,Sanctioned by OFAC,OFAC,Entity
El Salvador,LUNA MEZA,Sanctioned by OFAC,OFAC,Individual
Bangladesh,RAPID ACTION BATTALION,Sanctioned by OFAC,OFAC,Entity
Bangladesh,AL-MAMUN,Sanctioned by OFAC,OFAC,Individual
Bangladesh,SORWAR,Sanctioned by OFAC,OFAC,Individual
Afghanistan,KHALOZAI,Sanctioned by OFAC,OFAC,Individual
El Salvador,MARROQUIN CHICA,Sanctioned by OFAC,OFAC,Individual
El Salvador,MEZA OLIVARES,Sanctioned by OFAC,OFAC,Individual
Colombia,SEGUNDA MARQUETALIA,Sanctioned by OFAC,OFAC,Entity
Venezuela,VELASQUEZ SALDARRIAGA,Sanctioned by OFAC,OFAC,Individual
Colombia,REVOLUTIONARY ARMED FORCES OF COLOMBIA - PEOPLE'S ARMY,Sanctioned by OFAC,OFAC,Entity
Colombia,VERA FERNANDEZ,Sanctioned by OFAC,OFAC,Individual
Colombia,ESPANA CAICEDO,Sanctioned by OFAC,OFAC,Individual
Kosovo,P.P. BABUDOVAC B.I.,Sanctioned by OFAC,OFAC,Entity
Kosovo,S.Z.T.R. PRIZMA B.I.,Sanctioned by OFAC,OFAC,Entity
Kosovo,FERARI PREDUZEEE ZA USLUGE I PROMET POLOVNIM VOZILIMA SH.A.,Sanctioned by OFAC,OFAC,Entity
Bulgaria,GARAC INZENJERING OOD,Sanctioned by OFAC,OFAC,Entity
Serbia,DOO RAD 028 ZVECAN,Sanctioned by OFAC,OFAC,Entity
Kosovo,"RADULE STEVIC B.I., P.T.P. RAD",Sanctioned by OFAC,OFAC,Entity
Kosovo,RAD D.O.O.,Sanctioned by OFAC,OFAC,Entity
Serbia,MARKOM METAL COMMERCE DOO ZVECAN,Sanctioned by OFAC,OFAC,Entity
Serbia,METAL-ROBNA KUCA,Sanctioned by OFAC,OFAC,Entity
Kosovo,"SINISA NEDELJKOVIC B.I., P.T.P. METAL",Sanctioned by OFAC,OFAC,Entity
Kosovo,P.P.ROBNA KUCA METAL B.I.,Sanctioned by OFAC,OFAC,Entity
Kosovo,FARMA IZVORI B.I.,Sanctioned by OFAC,OFAC,Entity
Kosovo,ROBNA KUCA METAL D.O.O.,Sanctioned by OFAC,OFAC,Entity
Kosovo,SINISA NEDELJKOVIC I.B.,Sanctioned by OFAC,OFAC,Entity
Mexico,MALDONADO LOPEZ,Sanctioned by OFAC,OFAC,Individual
Burma,NAN,Sanctioned by OFAC,OFAC,Individual
Russia,EUROPEAN INSTITUTE JUSTO,Sanctioned by OFAC,OFAC,Entity
Russia,SOIN,Sanctioned by OFAC,OFAC,Individual
"Korea, North",SEK STUDIO,Sanctioned by OFAC,OFAC,Entity
China,NINGS CARTOON STUDIO,Sanctioned by OFAC,OFAC,Entity
China,SHANGHAI HONGMAN CARTOON AND ANIMATION DESIGN STUDIO,Sanctioned by OFAC,OFAC,Entity
Russia,RUSSIAN DIRECT INVESTMENT FUND,Sanctioned by OFAC,OFAC,Entity
Gibraltar,KINTALEG LIMITED,Sanctioned by OFAC,OFAC,Entity
"Congo, Democratic Republic of the",ASHDALE SETTLEMENT GERCO SAS,Sanctioned by OFAC,OFAC,Entity
"Congo, Democratic Republic of the",OPERA,Sanctioned by OFAC,OFAC,Entity
"Congo, Democratic Republic of the",PALATINA SARLU,Sanctioned by OFAC,OFAC,Entity
"Congo, Democratic Republic of the",GEMINI S.A.S.U.,Sanctioned by OFAC,OFAC,Entity
"Congo, Democratic Republic of the",KALTONA LIMITED SASU,Sanctioned by OFAC,OFAC,Entity
"Congo, Democratic Republic of the",MULTREE LIMITED SASU,Sanctioned by OFAC,OFAC,Entity
"Congo, Democratic Republic of the",WOODFORD ENTERPRISES LIMITED SASU,Sanctioned by OFAC,OFAC,Entity
"Congo, Democratic Republic of the",ROSEHILL DRC SASU,Sanctioned by OFAC,OFAC,Entity
"Congo, Democratic Republic of the",WOODHAVEN DRC SASU,Sanctioned by OFAC,OFAC,Entity
"Congo, Democratic Republic of the",MUKONDA MAYANDU,Sanctioned by OFAC,OFAC,Individual
Angola,FRAGOSO DO NASCIMENTO,Sanctioned by OFAC,OFAC,Individual
"Congo, Democratic Republic of the",VENTORA GLOBAL SERVICES,Sanctioned by OFAC,OFAC,Entity
"Congo, Democratic Republic of the",VENTORA MINING S.A.S.U.,Sanctioned by OFAC,OFAC,Entity
Ukraine,PORTNOV,Sanctioned by OFAC,OFAC,Individual
Ukraine,ANDRIY PORTNOV FUND,Sanctioned by OFAC,OFAC,Entity
Bangladesh,AZAD,Sanctioned by OFAC,OFAC,Individual
Bangladesh,ALAM,Sanctioned by OFAC,OFAC,Individual
China,KEEN WELL INTERNATIONAL LIMITED,Sanctioned by OFAC,OFAC,Entity
United Arab Emirates,GX SHIPPING FZE,Sanctioned by OFAC,OFAC,Entity
Iran,KHARG PETROCHEMICAL COMPANY LIMITED,Sanctioned by OFAC,OFAC,Entity
Iran,VASEGHI,Sanctioned by OFAC,OFAC,Individual
Iran,HEMMATIAN,Sanctioned by OFAC,OFAC,Individual
Iran,SPECIAL UNITS OF IRAN'S LAW ENFORCEMENT FORCES,Sanctioned by OFAC,OFAC,Entity
Iran,IRAN'S COUNTER-TERROR SPECIAL FORCES,Sanctioned by OFAC,OFAC,Entity
Iran,FANAVARAN PETROCHEMICAL COMPANY,Sanctioned by OFAC,OFAC,Entity
Iran,KARAMI,Sanctioned by OFAC,OFAC,Individual
Syria,SALAMEH,Sanctioned by OFAC,OFAC,Individual
Iran,AZAMI,Sanctioned by OFAC,OFAC,Individual
Syria,KHADOUR,Sanctioned by OFAC,OFAC,Individual
Syria,AL-HASOURI,Sanctioned by OFAC,OFAC,Individual
Nicaragua,PULIDO ORTIZ,Sanctioned by OFAC,OFAC,Individual
Nicaragua,RODRIGUEZ RUIZ,Sanctioned by OFAC,OFAC,Individual
Nicaragua,BARAHONA CASTRO,Sanctioned by OFAC,OFAC,Individual
United Arab Emirates,FUTURE GATE FUEL AND PETROCHEMICAL TRADING L.L.C.,Sanctioned by OFAC,OFAC,Entity
Iran,MARUN PETROCHEMICAL COMPANY,Sanctioned by OFAC,OFAC,Entity
United Arab Emirates,SKY ZONE TRADING FZE,Sanctioned by OFAC,OFAC,Entity
China,TEAMFORD ENTERPRISES LIMITED,Sanctioned by OFAC,OFAC,Entity
United Arab Emirates,YOUCHEM GENERAL TRADING FZE,Sanctioned by OFAC,OFAC,Entity
China,TUNIYAZ,Sanctioned by OFAC,OFAC,Individual
India,BHORE,Sanctioned by OFAC,OFAC,Individual
Nicaragua,DELGADO CASTELLON,Sanctioned by OFAC,OFAC,Individual
Nicaragua,DIAZ FLORES,Sanctioned by OFAC,OFAC,Individual
Angola,GIOVETTY,Sanctioned by OFAC,OFAC,Individual
Macau,BAIA CONSULTING LIMITED,Sanctioned by OFAC,OFAC,Entity
Angola,VIEIRA DIAS,Sanctioned by OFAC,OFAC,Individual
Iran,KHODADADI,Sanctioned by OFAC,OFAC,Individual
Iran,ZAHEDAN PRISON,Sanctioned by OFAC,OFAC,Entity
Iran,ISFAHAN CENTRAL PRISON,Sanctioned by OFAC,OFAC,Entity
Mexico,HOTEL PLAZA,Sanctioned by OFAC,OFAC,Entity
Kosovo,VULOVIC,Sanctioned by OFAC,OFAC,Individual
China,"WUHAN YUANCHENG GONGCHUANG TECHNOLOGY CO., LTD.",Sanctioned by OFAC,OFAC,Entity
Kosovo,ROSIC,Sanctioned by OFAC,OFAC,Individual
Kosovo,MIHAJLOVIC,Sanctioned by OFAC,OFAC,Individual
Mexico,GUERREROS UNIDOS,Sanctioned by OFAC,OFAC,Entity
Nicaragua,CALDERON VINDELL,Sanctioned by OFAC,OFAC,Individual
Mexico,LOS ROJOS,Sanctioned by OFAC,OFAC,Entity
Ecuador,SANCHEZ FARFAN,Sanctioned by OFAC,OFAC,Individual
Bosnia and Herzegovina,ALTERNATIVNA TELEVIZIJA D.O.O. BANJA LUKA,Sanctioned by OFAC,OFAC,Entity
Brazil,AL-MAGHRABI,Sanctioned by OFAC,OFAC,Individual
Brazil,AWADD,Sanctioned by OFAC,OFAC,Individual
Brazil,ENTERPRISE COMERCIO DE MOVEIS E INTERMEDIACAO DE NEGOCIOS EIRELI,Sanctioned by OFAC,OFAC,Entity
Brazil,HOME ELEGANCE COMERCIO DE MOVEIS EIRELI,Sanctioned by OFAC,OFAC,Entity
Russia,DMITRIEV,Sanctioned by OFAC,OFAC,Individual
Russia,JOINT STOCK COMPANY MANAGEMENT COMPANY OF THE RUSSIAN DIRECT INVESTMENT FUND,Sanctioned by OFAC,OFAC,Entity
Russia,PUCHKOV,Sanctioned by OFAC,OFAC,Individual
Russia,SOLOVIEV,Sanctioned by OFAC,OFAC,Individual
Russia,LIMITED LIABILITY COMPANY INSPIRA INVEST A,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY ATLANT S,Sanctioned by OFAC,OFAC,Entity
Russia,ULYUTINA,Sanctioned by OFAC,OFAC,Individual
Mexico,VALDEZ RUIZ,Sanctioned by OFAC,OFAC,Individual
Russia,ZHUCHKOVSKY,Sanctioned by OFAC,OFAC,Individual
Sweden,THULIN,Sanctioned by OFAC,OFAC,Individual
Lebanon,DIAB,Sanctioned by OFAC,OFAC,Individual
Lebanon,DAOUN,Sanctioned by OFAC,OFAC,Individual
Lebanon,'ALAMAH,Sanctioned by OFAC,OFAC,Individual
Lebanon,DAR AL SALAM FOR TRAVEL & TOURISM,Sanctioned by OFAC,OFAC,Entity
Russia,ALAR,Sanctioned by OFAC,OFAC,Individual
Russia,PARSEK LLC,Sanctioned by OFAC,OFAC,Entity
Ukraine,SIVKOVICH,Sanctioned by OFAC,OFAC,Individual
Russia,OLIYNYK,Sanctioned by OFAC,OFAC,Individual
Ukraine,VOLOSHYN,Sanctioned by OFAC,OFAC,Individual
Lebanon,"AL AMIR CO. FOR ENGINEERING, CONSTRUCTION AND GENERAL TRADE SARL",Sanctioned by OFAC,OFAC,Entity
Lebanon,INSHAAT CO SARL,Sanctioned by OFAC,OFAC,Entity
Lebanon,GOLDEN GROUP SAL OFF SHORE,Sanctioned by OFAC,OFAC,Entity
Lebanon,GOLDEN GROUP TRADING SARL,Sanctioned by OFAC,OFAC,Entity
Lebanon,JAMMOUL AND AYAD FOR INDUSTRY AND TRADE,Sanctioned by OFAC,OFAC,Entity
Lebanon,LAND METICS SARL,Sanctioned by OFAC,OFAC,Entity
Lebanon,LANDMETICS SAL OFF-SHORE,Sanctioned by OFAC,OFAC,Entity
Germany,TOP FASHION GMBH KONFEKTIONSBUGELEI,Sanctioned by OFAC,OFAC,Entity
Zambia,HAMIDCO INVESTMENT LIMITED,Sanctioned by OFAC,OFAC,Entity
Zambia,HAMER AND NAIL CONSTRUCTION LIMITED,Sanctioned by OFAC,OFAC,Entity
Guatemala,SALAZAR FLORES,Sanctioned by OFAC,OFAC,Individual
Guatemala,SAMAYOA MONTEJO,Sanctioned by OFAC,OFAC,Individual
Mexico,CHAVEZ TAMAYO,Sanctioned by OFAC,OFAC,Individual
Russia,PUBLIC JOINT STOCK COMPANY BANK FINANCIAL CORPORATION OTKRITIE,Sanctioned by OFAC,OFAC,Entity
Russia,PUBLIC JOINT STOCK COMPANY INSURANCE COMPANY ROSGOSSTRAKH,Sanctioned by OFAC,OFAC,Entity
Cyprus,OTKRITIE LTD GROUP,Sanctioned by OFAC,OFAC,Entity
Russia,OTKRITIE BROKER GROUP,Sanctioned by OFAC,OFAC,Entity
Russia,NPF OTKRITIE GROUP,Sanctioned by OFAC,OFAC,Entity
Russia,OOO TAMOZHENNAYA KARTA,Sanctioned by OFAC,OFAC,Entity
Russia,OOO OTKRITIE FACTORING,Sanctioned by OFAC,OFAC,Entity
Russia,PAO ROSGOSSTRAKH BANK,Sanctioned by OFAC,OFAC,Entity
Russia,OOO RGS HOLDING,Sanctioned by OFAC,OFAC,Entity
Russia,OOO NAVIGATOR ASSET MANAGEMENT,Sanctioned by OFAC,OFAC,Entity
Russia,OOO OTKRITIE ASSET MANAGEMENT,Sanctioned by OFAC,OFAC,Entity
Russia,OOO OTKRITIE CAPITAL,Sanctioned by OFAC,OFAC,Entity
Cyprus,OTKRITIE CAPITAL CYPRUS LIMITED,Sanctioned by OFAC,OFAC,Entity
Russia,PUBLIC JOINT STOCK COMPANY URAL BANK FOR RECONSTRUCTION AND DEVELOPMENT,Sanctioned by OFAC,OFAC,Entity
Russia,CENTER FOR SUPPORT AND DEVELOPMENT OF PUBLIC INITIATIVE CREATIVE DIPLOMACY,Sanctioned by OFAC,OFAC,Entity
Russia,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU VTB FOREKS,Sanctioned by OFAC,OFAC,Entity
Vietnam,VIETNAM-RUSSIA JOINT VENTURE BANK,Sanctioned by OFAC,OFAC,Entity
Russia,JOINT STOCK COMPANY SAROVBUSINESSBANK,Sanctioned by OFAC,OFAC,Entity
Russia,WEST SIBERIAN COMMERCIAL BANK PUBLIC JOINT STOCK COMPANY,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY MARKET FUND ADMINISTRATION,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY YOOMONEY,Sanctioned by OFAC,OFAC,Entity
Cyprus,ARIMERO HOLDING LIMITED,Sanctioned by OFAC,OFAC,Entity
Russia,TEKHNOLOGII KREDITOVANIYA LIMITED LIABILITY COMPANY,Sanctioned by OFAC,OFAC,Entity
Russia,VYDAYUSHCHIESYA KREDITY MICROCREDIT COMPANY LIMITED LIABILITY COMPANY,Sanctioned by OFAC,OFAC,Entity
Russia,JOINT STOCK COMPANY RASCHETNIYE RESHENIYA,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY SBERBANK FACTORING,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY SBERBANK CIB HOLDING,Sanctioned by OFAC,OFAC,Entity
Russia,INSURANCE COMPANY SBERBANK LIFE INSURANCE LIMITED LIABILITY COMPANY,Sanctioned by OFAC,OFAC,Entity
Russia,LIMITED LIABILITY COMPANY PROMISING INVESTMENTS,Sanctioned by OFAC,OFAC,Entity
Russia,IKS JOINT STOCK COMPANY,Sanctioned by OFAC,OFAC,Entity
Russia,PUBLIC JOINT STOCK COMPANY ALROSA,Sanctioned by OFAC,OFAC,Entity
Russia,PROMSVYAZBANK PUBLIC JOINT STOCK COMPANY,Sanctioned by OFAC,OFAC,Entity
Burma,DIRECTORATE OF PROCUREMENT OF THE COMMANDER-IN-CHIEF OF DEFENSE SERVICES ARMY,Sanctioned by OFAC,OFAC,Entity
Burma,KT SERVICES & LOGISTICS KTSL COMPANY LIMITED,Sanctioned by OFAC,OFAC,Entity
Burma,THAUNG,Sanctioned by OFAC,OFAC,Individual
Russia,ALKES TREID OOO,Sanctioned by OFAC,OFAC,Entity
Russia,ANTARES OOO,Sanctioned by OFAC,OFAC,Entity
Singapore,ZA,Sanctioned by OFAC,OFAC,Individual
Russia,ELITNYE DOMA OOO,Sanctioned by OFAC,OFAC,Entity
Russia,PSB INNOVATIONS AND INVESTMENTS LIMITED LIABILITY COMPANY,Sanctioned by OFAC,OFAC,Entity
Burma,TAY ZA,Sanctioned by OFAC,OFAC,Individual
Russia,ERA FUND LIMITED LIABILITY COMPANY,Sanctioned by OFAC,OFAC,Entity
Russia,PSB-FOREKS OOO,Sanctioned by OFAC,OFAC,Entity
Russia,KHOLTSVUD OOO,Sanctioned by OFAC,OFAC,Entity
Russia,KOURF OOO,Sanctioned by OFAC,OFAC,Entity
Russia,MANAGEMENT COMPANY PROMSVYAZ LLC,Sanctioned by OFAC,OFAC,Entity
Russia,PASKAL OOO,Sanctioned by OFAC,OFAC,Entity
Russia,PSB BIZNES OOO,Sanctioned by OFAC,OFAC,Entity
Russia,PUBLIC JOINT STOCK COMPANY TRANSKAPITALBANK,Sanctioned by OFAC,OFAC,Entity
Russia,SAINT-PETERSBURG INTERNATIONAL BANKING CONFERENCE LLC,Sanctioned by OFAC,OFAC,Entity
Russia,SERGIEVO-POSAD LEND OOO,Sanctioned by OFAC,OFAC,Entity
Russia,PSB AVIALIZING OOO,Sanctioned by OFAC,OFAC,Entity
Russia,TEKHNOSOFT OOO,Sanctioned by OFAC,OFAC,Entity
Russia,TRINITEX OOO,Sanctioned by OFAC,OFAC,Entity
Russia,JOINT STOCK COMPANY INVESTTRADEBANK,Sanctioned by OFAC,OFAC,Entity
Russia,JOINT STOCK COMPANY ALFA-BANK,Sanctioned by OFAC,OFAC,Entity
Russia,DERGUNOVA,Sanctioned by OFAC,OFAC,Individual
Russia,T-PLATFORMS,Sanctioned by OFAC,OFAC,Entity
Russia,KULIK,Sanctioned by OFAC,OFAC,Individual
Russia,LUKYANENKO,Sanctioned by OFAC,OFAC,Individual
Russia,PECHATNIKOV,Sanctioned by OFAC,OFAC,Individual
Cyprus,ALFA CAPITAL MARKETS LTD,Sanctioned by OFAC,OFAC,Entity
Russia,ALFA-FOREX LLC,Sanctioned by OFAC,OFAC,Entity
Russia,ALFA-LIZING OOO,Sanctioned by OFAC,OFAC,Entity
Russia,ALFA-DIRECT,Sanctioned by OFAC,OFAC,Entity
Netherlands,AMSTERDAM TRADE BANK NV,Sanctioned by OFAC,OFAC,Entity
Indonesia,WORLD HUMAN CARE,Sanctioned by OFAC,OFAC,Entity
Russia,SOVCOMBANK OPEN JOINT STOCK COMPANY,Sanctioned by OFAC,OFAC,Entity
Russia,AKTSIONERNOE OBSHCHESTVO FINTENDER,Sanctioned by OFAC,OFAC,Entity
